Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Sat Mar 03 20:55:20 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",25,@CBS
0.7096,Fri Mar 02 22:30:01 +0000 2018,0.0,0.753,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",26,@CBS
0.7096,Fri Mar 02 20:30:01 +0000 2018,0.0,0.718,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",27,@CBS
0.4939,Fri Mar 02 18:45:00 +0000 2018,0.0,0.849,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",28,@CBS
-0.6981,Thu Mar 01 18:59:01 +0000 2018,0.21,0.79,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,29,@CBS
0.4547,Thu Mar 01 18:12:57 +0000 2018,0.092,0.749,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",30,@CBS
0.8591,Thu Mar 01 18:11:50 +0000 2018,0.0,0.462,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,31,@CBS
0.4885,Thu Mar 01 18:10:50 +0000 2018,0.151,0.615,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,32,@CBS
0.5994,Thu Mar 01 14:36:21 +0000 2018,0.0,0.822,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",33,@CBS
0.7717,Thu Mar 01 14:29:20 +0000 2018,0.0,0.675,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",34,@CBS
0.6908,Thu Mar 01 14:15:29 +0000 2018,0.0,0.725,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",35,@CBS
0.0,Thu Mar 01 13:50:11 +0000 2018,0.0,1.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",36,@CBS
0.0,Thu Mar 01 01:04:52 +0000 2018,0.0,1.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,37,@CBS
0.0,Wed Feb 28 19:56:58 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",38,@CBS
0.4404,Wed Feb 28 19:08:30 +0000 2018,0.0,0.884,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",39,@CBS
0.5562,Tue Feb 27 03:23:47 +0000 2018,0.0,0.848,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,40,@CBS
0.0,Mon Feb 26 22:50:32 +0000 2018,0.0,1.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",41,@CBS
0.0,Mon Feb 26 21:08:30 +0000 2018,0.0,1.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",42,@CBS
0.4482,Mon Feb 26 19:53:41 +0000 2018,0.0,0.895,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",43,@CBS
0.784,Mon Feb 26 18:32:36 +0000 2018,0.0,0.734,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,44,@CBS
0.9359,Mon Feb 26 18:20:16 +0000 2018,0.0,0.571,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,45,@CBS
-0.5423,Mon Feb 26 16:53:56 +0000 2018,0.184,0.816,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",46,@CBS
0.0,Mon Feb 26 16:52:01 +0000 2018,0.0,1.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",47,@CBS
0.0,Mon Feb 26 16:17:55 +0000 2018,0.0,1.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",48,@CBS
0.7644,Mon Feb 26 01:12:32 +0000 2018,0.0,0.769,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",49,@CBS
0.0,Sun Feb 25 21:51:32 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,50,@CBS
0.0,Sun Feb 25 21:51:22 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",51,@CBS
0.5093,Fri Feb 23 18:15:40 +0000 2018,0.0,0.845,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,52,@CBS
0.0,Thu Feb 22 19:26:52 +0000 2018,0.0,1.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",53,@CBS
0.0,Wed Feb 21 19:20:04 +0000 2018,0.0,1.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,54,@CBS
0.6808,Wed Feb 21 18:19:25 +0000 2018,0.0,0.752,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",55,@CBS
0.4404,Tue Feb 20 19:55:19 +0000 2018,0.0,0.884,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",56,@CBS
-0.4019,Tue Feb 20 17:58:18 +0000 2018,0.119,0.881,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",57,@CBS
0.3612,Tue Feb 20 17:39:51 +0000 2018,0.0,0.872,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,58,@CBS
0.6124,Sat Feb 17 01:07:20 +0000 2018,0.0,0.773,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",59,@CBS
0.3182,Fri Feb 16 18:42:43 +0000 2018,0.0,0.892,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",60,@CBS
0.68,Fri Feb 16 17:48:20 +0000 2018,0.0,0.752,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",61,@CBS
0.8619,Wed Feb 14 19:23:27 +0000 2018,0.0,0.534,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,62,@CBS
0.0,Tue Feb 13 20:03:56 +0000 2018,0.0,1.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",63,@CBS
0.7506,Tue Feb 13 18:54:52 +0000 2018,0.0,0.748,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",64,@CBS
0.0,Mon Feb 12 18:49:45 +0000 2018,0.0,1.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,65,@CBS
0.0,Mon Feb 12 01:32:33 +0000 2018,0.0,1.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,66,@CBS
0.8478,Fri Feb 09 00:50:01 +0000 2018,0.0,0.696,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,67,@CBS
-0.5859,Thu Feb 08 16:09:35 +0000 2018,0.186,0.814,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,68,@CBS
0.0516,Wed Feb 07 18:35:19 +0000 2018,0.0,0.934,0.066,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",69,@CBS
0.5574,Wed Feb 07 16:17:48 +0000 2018,0.152,0.536,0.312,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",70,@CBS
0.0,Tue Feb 06 22:21:39 +0000 2018,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",71,@CBS
0.0772,Tue Feb 06 17:05:49 +0000 2018,0.106,0.773,0.121,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",72,@CBS
0.0,Sun Feb 04 15:35:36 +0000 2018,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",73,@CBS
0.1531,Sun Feb 04 12:00:01 +0000 2018,0.0,0.882,0.118,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",74,@CBS
0.0,Sat Feb 03 23:11:43 +0000 2018,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,75,@CBS
0.8268,Sat Feb 03 12:00:07 +0000 2018,0.0,0.662,0.338,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",76,@CBS
-0.0772,Fri Feb 02 22:36:13 +0000 2018,0.075,0.925,0.0,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,77,@CBS
0.4019,Fri Feb 02 20:07:40 +0000 2018,0.0,0.856,0.144,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",78,@CBS
0.4003,Fri Feb 02 19:03:33 +0000 2018,0.0,0.876,0.124,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,79,@CBS
0.6114,Fri Feb 02 17:23:18 +0000 2018,0.0,0.834,0.166,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,80,@CBS
0.0,Thu Feb 01 22:04:41 +0000 2018,0.0,1.0,0.0,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,81,@CBS
0.0,Thu Feb 01 20:09:49 +0000 2018,0.0,1.0,0.0,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",82,@CBS
0.1139,Wed Jan 31 21:42:15 +0000 2018,0.0,0.912,0.088,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",83,@CBS
0.1007,Wed Jan 31 17:05:47 +0000 2018,0.115,0.75,0.135,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…,84,@CBS
0.4588,Wed Jan 31 16:37:17 +0000 2018,0.0,0.812,0.188,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",85,@CBS
0.1779,Wed Jan 31 06:55:30 +0000 2018,0.095,0.779,0.126,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,86,@CBS
-0.2263,Wed Jan 31 02:15:16 +0000 2018,0.252,0.569,0.179,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",87,@CBS
-0.4767,Wed Jan 31 01:58:40 +0000 2018,0.256,0.744,0.0,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",88,@CBS
0.4939,Wed Jan 31 01:52:46 +0000 2018,0.119,0.625,0.256,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",89,@CBS
0.5093,Wed Jan 31 01:49:43 +0000 2018,0.0,0.81,0.19,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",90,@CBS
0.8261,Wed Jan 31 01:31:27 +0000 2018,0.0,0.566,0.434,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,91,@CBS
0.8309,Wed Jan 31 01:29:10 +0000 2018,0.0,0.586,0.414,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,92,@CBS
0.6588,Wed Jan 31 01:24:16 +0000 2018,0.0,0.614,0.386,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,93,@CBS
-0.5106,Wed Jan 31 01:18:37 +0000 2018,0.398,0.602,0.0,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,94,@CBS
0.0,Wed Jan 31 01:17:37 +0000 2018,0.0,1.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,95,@CBS
0.7525,Wed Jan 31 01:16:15 +0000 2018,0.0,0.651,0.349,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,96,@CBS
0.0,Wed Jan 31 01:08:01 +0000 2018,0.0,1.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on ?,97,@CBS
0.8516,Wed Jan 31 01:04:34 +0000 2018,0.0,0.42,0.58,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,98,@CBS
0.8442,Wed Jan 31 01:00:35 +0000 2018,0.0,0.649,0.351,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,99,@CBS
0.2187,Sat Mar 17 14:01:06 +0000 2018,0.095,0.774,0.13,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/NgPB2avam1",0,@CNN
0.7184,Sat Mar 17 14:01:00 +0000 2018,0.077,0.662,0.261,"This Waffle House waitress took time to cut an elderly customer's ham, and the kind act won her a college scholarsh… https://t.co/VhPkQMKVRe",1,@CNN
-0.2023,Sat Mar 17 13:31:00 +0000 2018,0.168,0.701,0.131,"Construction of Disney's much-anticipated Star Wars attractions is underway. The lands called ""Galaxy's Edge"" are s… https://t.co/87H3x3Rv8p",2,@CNN
-0.5574,Sat Mar 17 13:17:14 +0000 2018,0.217,0.783,0.0,Former FBI Deputy Director Andrew McCabe is fired -- and fires back https://t.co/bXNJiUOiaR https://t.co/pvcp15wcxx,3,@CNN
-0.4767,Sat Mar 17 13:00:12 +0000 2018,0.134,0.866,0.0,Two Arizona women have been arrested after they went to a mosque and unleashed an anti-Muslim tirade in front of ch… https://t.co/H5LpzxhIWe,4,@CNN
0.0,Sat Mar 17 12:31:00 +0000 2018,0.0,1.0,0.0,"""I don't wanna grow up, I'm a Toys 'R' Us kid,"" the iconic jingle says. After 70 years in business, Toys ""R"" Us wil… https://t.co/sOqfaYjE0P",5,@CNN
0.0,Sat Mar 17 12:01:00 +0000 2018,0.0,1.0,0.0,"Every year on St. Patrick's Day, the world suddenly looks a little more green. Here are some of the landmarks that… https://t.co/D1FJu2ftYM",6,@CNN
-0.2732,Sat Mar 17 11:31:06 +0000 2018,0.084,0.916,0.0,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/0qipxbC6DF,7,@CNN
0.0,Sat Mar 17 11:01:00 +0000 2018,0.0,1.0,0.0,This South Korean barista transforms regular cups of coffee into incredible works of art: https://t.co/PmTG6N72uy… https://t.co/W1cxH2oSCP,8,@CNN
0.4215,Sat Mar 17 10:31:08 +0000 2018,0.0,0.851,0.149,Stephen Hawking overcame a debilitating disease to publish wildly popular books probing the mysteries of the univer… https://t.co/d4O70DfAzN,9,@CNN
0.4019,Sat Mar 17 10:01:36 +0000 2018,0.0,0.876,0.124,"This high school in Anchorage, Alaska, is using the sound of real gunfire to prepare students for active shooters… https://t.co/PLXV5gaww1",10,@CNN
0.0,Sat Mar 17 09:31:00 +0000 2018,0.0,1.0,0.0,"You've heard of the big names, but some of the flashiest, most exotic vehicles at the 2018 Geneva Motor Show came f… https://t.co/fNQFs1LQq6",11,@CNN
-0.3818,Sat Mar 17 09:22:07 +0000 2018,0.12,0.88,0.0,"Russia expels 23 British diplomats in response to the UK's expulsion of Russian envoys, as fallout over a nerve age… https://t.co/eegUR0V7kE",12,@CNN
0.0,Sat Mar 17 09:01:03 +0000 2018,0.0,1.0,0.0,"7% of astronaut Scott Kelly's genes did not return to normal after his return to Earth two years ago, according to… https://t.co/RJpy8zDZk7",13,@CNN
0.2732,Sat Mar 17 08:31:06 +0000 2018,0.0,0.905,0.095,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/r1EJ98XWa9",14,@CNN
-0.25,Sat Mar 17 08:01:03 +0000 2018,0.125,0.875,0.0,"White supremacists are using banners to get their messages across, the ADL says https://t.co/pZA6tj3bnO https://t.co/Gtkmboz4C3",15,@CNN
-0.5574,Sat Mar 17 07:31:08 +0000 2018,0.217,0.783,0.0,Former FBI Deputy Director Andrew McCabe is fired -- and fires back https://t.co/wGZGWJFC6M https://t.co/5swBuTRtHs,16,@CNN
0.296,Sat Mar 17 07:16:04 +0000 2018,0.0,0.885,0.115,"A majority of the US should expect warmer than average temperatures this spring, especially across the Southwest an… https://t.co/EHuPvhzm3w",17,@CNN
-0.0258,Sat Mar 17 07:15:08 +0000 2018,0.099,0.807,0.094,A surprising resignation made Pope Francis head of the Catholic church. But what happens when two men claim one div… https://t.co/PBZu74KXJA,18,@CNN
-0.7592,Sat Mar 17 07:01:01 +0000 2018,0.329,0.577,0.094,It wasn't Amazon and the growth of online shopping that killed Toys R Us. It was an unpleasant shopping experience… https://t.co/peu4MPp0Yz,19,@CNN
0.5709,Sat Mar 17 06:46:00 +0000 2018,0.0,0.85,0.15,Longjing tea is a specialty in Hangzhou and considered one of the most prized tea leaves in China. The quality of t… https://t.co/6OFwniGn03,20,@CNN
0.0,Sat Mar 17 06:31:04 +0000 2018,0.0,1.0,0.0,"It's been almost six months since Hurricane Maria, and Puerto Ricans are still dying https://t.co/oeclE6NEQF https://t.co/UGuBLj6oCv",21,@CNN
0.0,Sat Mar 17 06:16:00 +0000 2018,0.0,1.0,0.0,"Google cofounder Larry Page's flying taxi takes to the skies in New Zealand, billed as a self-piloting, zero-emissi… https://t.co/q0f5DUxida",22,@CNN
-0.2263,Sat Mar 17 06:01:06 +0000 2018,0.102,0.837,0.06,"There have been a number of deadly bridge collapses in the US through the years, some due to structural deficiencie… https://t.co/hKWZBHWYRd",23,@CNN
0.5318,Sat Mar 17 05:46:00 +0000 2018,0.0,0.826,0.174,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/YrRCxXcftC",24,@CNN
-0.6486,Sat Mar 17 05:31:05 +0000 2018,0.218,0.782,0.0,Snapchat lost $800 million after Rihanna tore into the company for allowing an offensive ad to appear on its app… https://t.co/TCRuoH03Ud,25,@CNN
0.0,Sat Mar 17 05:01:03 +0000 2018,0.0,1.0,0.0,Juul e-cigarettes are high-nicotine devices that closely resemble flash drives. They've become a sensation among te… https://t.co/Vbf0NrXyBe,26,@CNN
-0.743,Sat Mar 17 04:46:05 +0000 2018,0.27,0.73,0.0,"Former FBI deputy director Andrew McCabe described his firing Friday as part of President Trump's ""ongoing war"" wit… https://t.co/qnlaGSqDWn",27,@CNN
-0.7783,Sat Mar 17 04:39:46 +0000 2018,0.298,0.702,0.0,Two women were arrested after allegedly stealing items from a mosque and broadcasting the whole episode on Facebook… https://t.co/MCyYx5s9Vw,28,@CNN
-0.34,Sat Mar 17 04:27:51 +0000 2018,0.167,0.833,0.0,Read former FBI Deputy Director Andrew McCabe's statement on his firing https://t.co/3irOHi6a8I https://t.co/iisyQRWj4g,29,@CNN
0.6597,Sat Mar 17 04:16:06 +0000 2018,0.0,0.671,0.329,Pennsylvania's Republican Party is asking for an investigation into Tuesday's special election… https://t.co/3MrCFJqAkS,30,@CNN
0.0,Sat Mar 17 04:01:04 +0000 2018,0.0,1.0,0.0,President Trump settles in as producer in chief https://t.co/LmiUHn9iYb https://t.co/KT1cf2uxgA,31,@CNN
-0.3182,Sat Mar 17 03:56:53 +0000 2018,0.119,0.881,0.0,"Virginia loses in NCAA basketball tournament to the University of Maryland, Baltimore County, the first time a No.… https://t.co/QrTCsfNQEs",32,@CNN
-0.4215,Sat Mar 17 03:48:57 +0000 2018,0.214,0.685,0.101,"Rep. Eric Swalwell on McCabe's firing: ""To me, being a former prosecutor, it looks like they're trying to dirty him… https://t.co/iKwr9DM1Ua",33,@CNN
-0.2023,Sat Mar 17 03:46:49 +0000 2018,0.087,0.913,0.0,"Rep. Eric Swalwell says the termination of former Deputy Director Andrew McCabe is a ""petty act"" and intended to ""s… https://t.co/0f8hudMESN",34,@CNN
0.296,Sat Mar 17 03:45:18 +0000 2018,0.102,0.748,0.15,Did JFK win by losing in 1956? See how his DNC speech made him a star on #TheKennedys Sunday at 9p. https://t.co/Xo4AK8qk9v,35,@CNN
-0.2023,Sat Mar 17 03:33:16 +0000 2018,0.079,0.921,0.0,"RT @CNNTonight: Rep. Eric Swalwell says the termination of former Deputy Director Andrew McCabe is a ""petty act"" and ""sends a message to an…",36,@CNN
-0.34,Sat Mar 17 03:27:10 +0000 2018,0.118,0.882,0.0,Former Nixon White House counsel John Dean on Attorney General Jeff Sessions firing ex-FBI Deputy Director Andrew M… https://t.co/0CPDgkHgrX,37,@CNN
0.0,Sat Mar 17 03:11:53 +0000 2018,0.0,1.0,0.0,Xi Jinping is making sweeping changes to how China is run https://t.co/RPIDFVNTKj https://t.co/yOpxnVfRu3,38,@CNN
-0.1779,Sat Mar 17 03:04:01 +0000 2018,0.147,0.737,0.115,"RT @CNNTonight: ""This looks like a punishment in search of a transgression rather than a transgression that's followed by a punishment,"" sa…",39,@CNN
0.128,Sat Mar 17 03:02:52 +0000 2018,0.0,0.923,0.077,"Attorneys defending President Trump and the company of his personal legal counsel, Michael Cohen, have filed to mov… https://t.co/3hOQImURcf",40,@CNN
0.0,Sat Mar 17 02:37:51 +0000 2018,0.0,1.0,0.0,Former FBI deputy director Andrew McCabe tells CNN's Pamela Brown that the Republican memo from the House Intellige… https://t.co/Y1ZrN2ET2O,41,@CNN
-0.4168,Sat Mar 17 02:26:51 +0000 2018,0.176,0.824,0.0,"Embattled former FBI deputy Andrew McCabe says he ""never misled"" Justice Department investigators… https://t.co/hxnB7f8L9F",42,@CNN
-0.5574,Sat Mar 17 02:05:18 +0000 2018,0.167,0.833,0.0,BREAKING: Attorney General Jeff Sessions has fired former FBI deputy director Andrew McCabe less than two days shy… https://t.co/qOxa5YZFDc,43,@CNN
0.0,Sat Mar 17 01:54:31 +0000 2018,0.0,1.0,0.0,"Every year on St. Patrick's Day, the world suddenly looks a little more green. Here are some of the landmarks that… https://t.co/GNwhbmmKZB",44,@CNN
-0.1531,Sat Mar 17 01:35:24 +0000 2018,0.082,0.918,0.0,"RT @AC360: Anderson Cooper: #KeepingThemHonest, ""even barring any new shakeup, the turnover in (the Trump) administration is without modern…",45,@CNN
-0.2732,Sat Mar 17 01:31:39 +0000 2018,0.104,0.896,0.0,The lead bridge engineer with the firm that designed the pedestrian bridge that collapsed left a voicemail with the… https://t.co/pppToee6GM,46,@CNN
