Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.5574,Sat Mar 17 02:07:55 +0000 2018,0.175,0.825,0.0,"BREAKING: Former FBI Deputy Director Andrew McCabe was fired on Friday night, Attorney General Jeff Sessions announ… https://t.co/gd7ak2YrqO",71,@FoxNews
-0.3818,Sat Mar 17 02:01:13 +0000 2018,0.223,0.647,0.129,".@mikeroweworks: ""I believe, as a society we've made the case that the enemy of your happiness is your damn job, an… https://t.co/4MmqNcsBmI",72,@FoxNews
-0.6956,Sat Mar 17 01:52:30 +0000 2018,0.283,0.634,0.082,".@mikeroweworks on how unemployment affects men: ""Nothing good happens, but the bad things that happen as a direct… https://t.co/6hmVMXWghe",73,@FoxNews
0.0,Sat Mar 17 01:46:34 +0000 2018,0.0,1.0,0.0,Oakland mayor consulted with illegal-immigration activists before tipping off ICE raid https://t.co/4mcA8qkVIi,74,@FoxNews
0.0772,Sat Mar 17 01:35:13 +0000 2018,0.133,0.718,0.149,".@ToddRokita: ""It's an easy question: Do you condemn anti-Semitism? And the modern Democratic Party...can't answer… https://t.co/m7LS3tZsSy",75,@FoxNews
-0.6908,Sat Mar 17 01:31:30 +0000 2018,0.324,0.676,0.0,Video shows the scary moments when a malfunctioning chairlift sends people flying. No serious injuries were reporte… https://t.co/Vo7sO9ns4I,76,@FoxNews
0.0,Sat Mar 17 01:23:51 +0000 2018,0.0,1.0,0.0,Senator demands documents related to @FIU bridge construction https://t.co/q9gjGJkMdj,77,@FoxNews
-0.7096,Sat Mar 17 01:11:05 +0000 2018,0.247,0.753,0.0,"Chris Swecker on McCabe: ""I've seen street agents fired for 'lack of candor,' which is really lying...If it's good… https://t.co/FC9UqIIKa1",78,@FoxNews
0.4215,Sat Mar 17 00:56:59 +0000 2018,0.0,0.877,0.123,".@KurtSchlichter: ""You can't have two sets of laws: one for the favored folk and one for the normal folk...That doe… https://t.co/JPJFb7bqSs",79,@FoxNews
-0.6096,Sat Mar 17 00:49:30 +0000 2018,0.208,0.792,0.0,".@KurtSchlichter: ""The rule of law is so critical...When you pass a law and then ignore it, you really have no rule… https://t.co/QxVo2DunSQ",80,@FoxNews
-0.5994,Sat Mar 17 00:40:28 +0000 2018,0.234,0.766,0.0,".@DavidLeopold: ""I have no problem with a lawyer practicing in California. Now the 'unlawfully' part can be solved.… https://t.co/vrdoqCOnls",81,@FoxNews
-0.8271,Sat Mar 17 00:34:00 +0000 2018,0.339,0.661,0.0,The @NTSB provides updates on the pedestrian bridge collapse in Miami Thursday that killed several people.… https://t.co/eaF8KahK2q,82,@FoxNews
0.0,Sat Mar 17 00:26:53 +0000 2018,0.0,1.0,0.0,FAA temporarily grounds open-door helicopter flights https://t.co/6PE5PmeDWh,83,@FoxNews
-0.802,Sat Mar 17 00:14:45 +0000 2018,0.356,0.644,0.0,OPINION: @United Airlines disaster -- Why didn't anyone stand up for that poor dog?  https://t.co/GjmTpKEHP7,84,@FoxNews
-0.743,Sat Mar 17 00:06:02 +0000 2018,0.296,0.704,0.0,"Gymnast Rachael Denhollander, a victim of Larry Nassar, takes on the issue of sex abuse in churches https://t.co/R77ptfCXhF",85,@FoxNews
0.0,Fri Mar 16 23:49:27 +0000 2018,0.0,1.0,0.0,Medieval 'pot o' gold' discovered by construction workers  https://t.co/mOdDk36XYW,86,@FoxNews
0.0,Fri Mar 16 23:37:25 +0000 2018,0.0,1.0,0.0,"Jeremy Hunt, U.S. Army Officer: “To hear @codepink trying to come against JROTC for their own political agenda is j… https://t.co/ZUHS3mG3FI",87,@FoxNews
-0.6597,Fri Mar 16 23:28:48 +0000 2018,0.351,0.649,0.0,Ohio student suspended for staying in class during National Walkout Day https://t.co/DbQps1ZkXF,88,@FoxNews
0.5423,Fri Mar 16 23:21:18 +0000 2018,0.0,0.816,0.184,"RT @FoxBusiness: Don King to @cvpayne on his support for @realDonaldTrump: ""Everyone agrees that the system is corrupt, the GOP, the Dems,…",89,@FoxNews
-0.4957,Fri Mar 16 23:20:42 +0000 2018,0.187,0.813,0.0,Cleaning has never been more fun! Watch these German shepherd puppies chase after a broom. https://t.co/W31DtNS2na,90,@FoxNews
-0.8126,Fri Mar 16 23:15:01 +0000 2018,0.316,0.684,0.0,"Maria Belyi, attorney for Jose Garcia-Zarate: “The anger of the administration, the anger of @TheJusticeDept over h… https://t.co/516CyVMxJp",91,@FoxNews
0.0,Fri Mar 16 23:04:20 +0000 2018,0.0,1.0,0.0,"OPINION: @newtgingrich: #Trump (and his success) continues to baffle our country's elites. What's going on? 
https://t.co/9oewpumLJT",92,@FoxNews
0.0,Fri Mar 16 22:46:26 +0000 2018,0.0,1.0,0.0,Whatever happened to...democracy vouchers? Dan Springer follows up on Seattle's plan to take the money out of polit… https://t.co/VimgxERIuo,93,@FoxNews
0.0,Fri Mar 16 22:35:33 +0000 2018,0.0,1.0,0.0,Turtle euthanized as row continues over reports it ate a puppy https://t.co/LEDULqLj7C,94,@FoxNews
0.0,Fri Mar 16 22:25:43 +0000 2018,0.0,1.0,0.0,".@peterthiel: If #Trump Runs in 2020, He Will Get Re-Elected https://t.co/mMe9sJfl4y",95,@FoxNews
-0.4404,Fri Mar 16 22:15:28 +0000 2018,0.182,0.818,0.0,.@AllenWest: It Would Be 'March Madness' If McCabe Retires With Full Pension  @TeamCavuto https://t.co/rRLwv1wRkc,96,@FoxNews
0.3744,Fri Mar 16 22:02:30 +0000 2018,0.126,0.677,0.197,".@TheJuanWilliams on Nancy Pelosi: “Nobody’s beaten her, and I think that’s for a very real reason…she’s a great fu… https://t.co/6B3W5Y2Jvl",97,@FoxNews
0.5719,Fri Mar 16 21:56:59 +0000 2018,0.0,0.748,0.252,New Orleans celebrates St. Patrick's Day by tossing cabbage at people https://t.co/DrKDygudEc,98,@FoxNews
-0.0772,Fri Mar 16 21:26:02 +0000 2018,0.067,0.933,0.0,".@JesseBWatters: “Whether it was an accidental shooting or it was a purposeful shooting, he cost Kate Steinle her l… https://t.co/1RujPnSsxr",99,@FoxNews
-0.4588,Sat Mar 17 14:00:28 +0000 2018,0.136,0.864,0.0,"A firm closely tied to the Trump campaign exploited data from 50 million Facebook users, The New York Times found.… https://t.co/ei3yqFlZWe",0,@NYTimes
0.4086,Sat Mar 17 13:42:05 +0000 2018,0.066,0.798,0.136,"“My body will not allow me
To mingle with the men
But my heart is far braver
Than that of a man.”
https://t.co/bEyeqROzuB",1,@NYTimes
0.0,Sat Mar 17 13:35:02 +0000 2018,0.0,1.0,0.0,Opinion: Grab a Pillow: Weekend Reads From Opinion https://t.co/WzUN3Dl3gx,2,@NYTimes
-0.4588,Sat Mar 17 13:27:45 +0000 2018,0.25,0.75,0.0,How Trump Consultants Exploited the Facebook Data of Millions https://t.co/Og2VCZx7J7,3,@NYTimes
-0.1263,Sat Mar 17 13:21:05 +0000 2018,0.113,0.795,0.092,"""I have trouble settling down, and he's got very rhythmic breathing,” said a woman of her dog. ""It's almost like wh… https://t.co/I9Ievi7jGP",4,@NYTimes
-0.3252,Sat Mar 17 13:02:04 +0000 2018,0.135,0.865,0.0,"""The Irish were slaves, too,"" the memes often say. But they're not true.
From 2017: https://t.co/4a12V4QQoG",5,@NYTimes
0.0,Sat Mar 17 12:41:03 +0000 2018,0.0,1.0,0.0,Here's the 2018 election calendar https://t.co/5JIb1S2Lzk,6,@NYTimes
-0.296,Sat Mar 17 12:21:10 +0000 2018,0.268,0.732,0.0,How to stop eating sugar https://t.co/taOj6iNXNT https://t.co/V1UvWZnE5v,7,@NYTimes
-0.7717,Sat Mar 17 12:02:07 +0000 2018,0.427,0.573,0.0,Fatal collapse: A look at how the Florida bridge was built https://t.co/3kq7YW4KHk,8,@NYTimes
0.0772,Sat Mar 17 11:41:05 +0000 2018,0.0,0.929,0.071,"The number of homeless students in New York City public schools climbed to 111,500 last school year https://t.co/q6muKeDCYD",9,@NYTimes
0.296,Sat Mar 17 11:21:04 +0000 2018,0.0,0.82,0.18,"How exercise can keep aging muscles and immune systems ""young"" https://t.co/aBf803nXA5",10,@NYTimes
-0.802,Sat Mar 17 11:02:04 +0000 2018,0.31,0.69,0.0,All “doors-off” helicopter flights have been halted in the U.S. while regulators investigate a crash that killed 5… https://t.co/dJzvsFqLra,11,@NYTimes
0.0,Sat Mar 17 10:31:36 +0000 2018,0.0,1.0,0.0,Diagnosis: Why Was This Teenager Bleeding So Excessively? https://t.co/aCNCKLZdfD,12,@NYTimes
0.0,Sat Mar 17 10:18:36 +0000 2018,0.0,1.0,0.0,He supplies coffee to Starbucks. He owns much of Ethiopia. Where is Mohammed Hussein Al Amoudi? https://t.co/7ADtUzqvNO,13,@NYTimes
0.5719,Sat Mar 17 10:02:02 +0000 2018,0.0,0.861,0.139,"RT @nytimesbusiness: As a teacher, Ryan Frailich was happy just to have a retirement plan. But then he looked closer at how the money was i…",14,@NYTimes
0.0,Sat Mar 17 09:36:15 +0000 2018,0.0,1.0,0.0,"RT @nytimesarts: A new program at Juilliard furnishes opera students with designer gowns for their auditions and performances, donated by M…",15,@NYTimes
-0.7506,Sat Mar 17 09:18:30 +0000 2018,0.416,0.584,0.0,"Russia Expels 23 British Diplomats, Escalating Row Over Ex-Spy’s Poisoning https://t.co/YQXGttFTyW",16,@NYTimes
-0.0516,Sat Mar 17 09:00:17 +0000 2018,0.122,0.763,0.115,"With her passion for wine, swords and bomb making, Qiu Jin was unlike most women born in late 19th-century China. T… https://t.co/gDhW04t0OU",17,@NYTimes
-0.4939,Sat Mar 17 08:32:05 +0000 2018,0.198,0.802,0.0,RT @NYTHealth: The dangers of sleep aids and anti-anxiety medicines for older people. https://t.co/50aDfdHkUL,18,@NYTimes
0.2732,Sat Mar 17 08:10:47 +0000 2018,0.0,0.9,0.1,"The tech industry’s stereotypical accessory used to be the hoodie. Today, it might as well be the Baby Bjorn. https://t.co/5chK3RtwM5",19,@NYTimes
0.0,Sat Mar 17 07:54:30 +0000 2018,0.0,1.0,0.0,Your weekend playlist has arrived https://t.co/ouKnmfvsHM,20,@NYTimes
-0.0516,Sat Mar 17 07:38:00 +0000 2018,0.119,0.769,0.112,"Tracy Morgan, on life after his accident: “I have to ask myself, because of what I’ve been through, was I better th… https://t.co/vkhFI4k8WE",21,@NYTimes
0.0,Sat Mar 17 07:15:21 +0000 2018,0.0,1.0,0.0,"Why the tax law might make your car payments go up
https://t.co/WwH0YWqhXN",22,@NYTimes
0.4588,Sat Mar 17 06:58:13 +0000 2018,0.204,0.395,0.401,The Workologist: When a Good Friend Becomes a Terrible Colleague https://t.co/XXK0HbA0sx,23,@NYTimes
0.0,Sat Mar 17 06:49:28 +0000 2018,0.0,1.0,0.0,"Those who can’t afford coal often burn garbage, adding plastics and other pollutants into the soupy mix https://t.co/QjAiAIgTxS",24,@NYTimes
-0.6597,Sat Mar 17 06:33:20 +0000 2018,0.39,0.61,0.0,On College Basketball: Virginia Loses in a Way No One Will Ever Forget https://t.co/sJ2u6OoAjU,25,@NYTimes
0.0,Sat Mar 17 06:24:15 +0000 2018,0.0,1.0,0.0,A brief history of Stephen Hawking https://t.co/Dl9Hiu284Y,26,@NYTimes
0.0,Sat Mar 17 06:03:02 +0000 2018,0.0,1.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/5vsFyE4FbM",27,@NYTimes
0.0,Sat Mar 17 05:38:49 +0000 2018,0.0,1.0,0.0,"When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that… https://t.co/iXQoX5tEpy",28,@NYTimes
-0.5106,Sat Mar 17 05:23:15 +0000 2018,0.193,0.807,0.0,Toys “R” Us went from planning a turnaround to collapsing. The brand’s downfall shows the risks of private equity i… https://t.co/OsmbyquW64,29,@NYTimes
0.6808,Sat Mar 17 05:06:52 +0000 2018,0.0,0.752,0.248,"When wolves were reintroduced at Yellowstone and in Idaho, it created many positive ripple effects. That could hold… https://t.co/jsAgCnSqOA",30,@NYTimes
0.0,Sat Mar 17 04:50:32 +0000 2018,0.0,1.0,0.0,U.K.’s First Polar Bear Born in 25 Years to Get Star Treatment https://t.co/0SoD91Xxsb,31,@NYTimes
-0.6876,Sat Mar 17 04:41:03 +0000 2018,0.256,0.659,0.085,"RT @NYTNational: Deandre Harris, a black man who was brutally attacked during last year’s rally in Charlottesville, was found not guilty of…",32,@NYTimes
0.296,Sat Mar 17 04:14:28 +0000 2018,0.121,0.701,0.178,RT @jcrutchmer: saturday's late @nytsports print editions off of UMBC's win over virginia: the ultimate upset. https://t.co/rWVDkft5W8,33,@NYTimes
0.0,Sat Mar 17 04:09:41 +0000 2018,0.0,1.0,0.0,How Trump Can Make the Most of the Summit of the Americas https://t.co/1s8j4IVddV,34,@NYTimes
0.8271,Sat Mar 17 04:06:06 +0000 2018,0.0,0.58,0.42,"“I like to photograph things that give me joy, because there’s certainly enough heartache” https://t.co/smC1cqYWKX",35,@NYTimes
0.3164,Sat Mar 17 03:49:30 +0000 2018,0.0,0.84,0.16,"RT @NYTSports: ""We did it. We did it. It's a dream come true!"" https://t.co/2pP4clHjLw",36,@NYTimes
0.4939,Sat Mar 17 03:47:04 +0000 2018,0.0,0.792,0.208,"In the age of Amazon and e-books, independent booksellers, like Shakespeare and Company, are actually returning to… https://t.co/Vr6ceXwhla",37,@NYTimes
-0.5267,Sat Mar 17 03:38:05 +0000 2018,0.206,0.794,0.0,University of Maryland-Baltimore County has become the first No. 16 seed to beat a No. 1 seed. Virginia will always… https://t.co/p74AvmCFDj,38,@NYTimes
-0.2023,Sat Mar 17 03:32:02 +0000 2018,0.167,0.833,0.0,5 doctors are charged with taking kickbacks for fentanyl prescriptions https://t.co/5cUp9jSMj6,39,@NYTimes
-0.296,Sat Mar 17 03:17:02 +0000 2018,0.136,0.864,0.0,RT @nytgraphics: All the major firings and resignations in the Trump administration — so far. https://t.co/yOiUwbJLp9,40,@NYTimes
-0.1027,Sat Mar 17 03:07:17 +0000 2018,0.105,0.81,0.086,Top seed Virginia is on the ropes against No. 16-seed UMBC in the men’s NCAA tournament. Live updates: https://t.co/g388pFfs7B,41,@NYTimes
-0.128,Sat Mar 17 03:02:06 +0000 2018,0.177,0.664,0.159,Teachers in Jersey City went on strike after they and the school district failed to reach an agreement over the cos… https://t.co/wppEY8MeRe,42,@NYTimes
0.5719,Sat Mar 17 02:47:03 +0000 2018,0.087,0.684,0.228,"It was probably the first ghost story in Indian cinema. The movie, “Mahal,” was a huge success, making the lead act… https://t.co/SDl67AV5Jo",43,@NYTimes
-0.3818,Sat Mar 17 02:33:05 +0000 2018,0.157,0.843,0.0,"RT @jimrutenberg: Trump joins the fight against Stormy Daniels in federal court, w/@maggieNYT @adamliptak  https://t.co/Afo7bdWenZ",44,@NYTimes
-0.5719,Sat Mar 17 02:22:00 +0000 2018,0.156,0.844,0.0,"In an interview, Andrew McCabe was blunt. “The idea that I was dishonest is just wrong,” he said, adding, “This is… https://t.co/6aojClfS1j",45,@NYTimes
-0.743,Sat Mar 17 02:10:16 +0000 2018,0.249,0.751,0.0,"Breaking News: Andrew McCabe has been fired. President Trump had heaped scorn on the ex-FBI deputy, who was set to… https://t.co/hIE0sA8fZo",46,@NYTimes
-0.886,Sat Mar 17 02:06:01 +0000 2018,0.321,0.679,0.0,RT @amyfiscus: NEW: McCabe fired: “The idea that I was dishonest is just wrong. This is part of an effort to discredit me as a witness” in…,47,@NYTimes
0.0,Sat Mar 17 01:55:04 +0000 2018,0.0,1.0,0.0,Breaking News: President Trump's lawyers say in court papers that Stormy Daniels could be liable for $20 million in… https://t.co/NHDz1VVz60,48,@NYTimes
0.0772,Sat Mar 17 01:47:04 +0000 2018,0.0,0.929,0.071,"The number of homeless students in New York City public schools climbed to 111,500 last school year https://t.co/84SJPhNbcI",49,@NYTimes
-0.5994,Sat Mar 17 01:32:05 +0000 2018,0.311,0.546,0.143,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/eP3rcFEqco",50,@NYTimes
0.6808,Sat Mar 17 01:17:05 +0000 2018,0.0,0.772,0.228,RT @lindsaycrouse: A doctor that once ran 3 marathons in 3 countries in 3 weekends straight — and won or medaled in all of them. Reporting…,51,@NYTimes
0.0,Sat Mar 17 01:04:10 +0000 2018,0.0,1.0,0.0,Breaking News: Cracks on a new pedestrian bridge near Miami were reported on a voicemail 2 days before the walkway… https://t.co/hjZUEmgn7n,52,@NYTimes
0.0,Sat Mar 17 01:02:03 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6VtS6PJ0KX,53,@NYTimes
0.0,Sat Mar 17 00:47:04 +0000 2018,0.0,1.0,0.0,Cooper Union reverses course and says it will be tuition-free once again. But it may take a while. A new plan gives… https://t.co/4lpL9INlBy,54,@NYTimes
-0.7717,Sat Mar 17 00:32:06 +0000 2018,0.427,0.573,0.0,Fatal collapse: A look at how the Florida bridge was built https://t.co/XS8gsX1m7C,55,@NYTimes
0.0,Sat Mar 17 00:17:04 +0000 2018,0.0,1.0,0.0,RT @TheSteinLine: For Sports Saturday in the @nytimes: Taking stock of a season in San Antonio unlike any other in Pop Era for the Spurs —&gt;…,56,@NYTimes
-0.1263,Sat Mar 17 00:02:06 +0000 2018,0.113,0.795,0.092,"""I have trouble settling down, and he's got very rhythmic breathing,” said a woman of her dog. ""It's almost like wh… https://t.co/3PV3exSpSt",57,@NYTimes
0.0,Fri Mar 16 23:47:02 +0000 2018,0.0,1.0,0.0,"With new tariffs expected to take effect next week, lobbyists are storming Washington to press for exemptions that… https://t.co/77Oyc9DwIy",58,@NYTimes
0.6808,Fri Mar 16 23:32:02 +0000 2018,0.0,0.752,0.248,"When wolves were reintroduced at Yellowstone and in Idaho, it created many positive ripple effects. That could hold… https://t.co/oqlOEjFgG4",59,@NYTimes
0.4019,Fri Mar 16 23:17:03 +0000 2018,0.0,0.812,0.188,RT @porterthereport: Canada accepted fewer than 1200 Yazidi refugees. They are challenging the country’s hands-off settlement system becaus…,60,@NYTimes
0.0,Fri Mar 16 23:06:06 +0000 2018,0.0,1.0,0.0,"How to spend 36 hours in Oaxaca, Mexico https://t.co/v5dZD8yikT",61,@NYTimes
0.0,Fri Mar 16 22:53:01 +0000 2018,0.0,1.0,0.0,"When it comes to Russian meddling, President Trump has taken a far softer stand than his own administration. Here's… https://t.co/uDGQLNwKvh",62,@NYTimes
0.0,Fri Mar 16 22:47:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/UcEPdmD5nP,63,@NYTimes
0.6369,Fri Mar 16 22:31:06 +0000 2018,0.0,0.766,0.234,"""How am I supposed to find a life partner if I can’t even find many men who treat women like equals?"" https://t.co/aTklTX0dFa",64,@NYTimes
0.0,Fri Mar 16 22:17:03 +0000 2018,0.0,1.0,0.0,"Why the tax law might make your car payments go up
https://t.co/xHTHUvPJnH",65,@NYTimes
-0.743,Fri Mar 16 22:03:04 +0000 2018,0.267,0.733,0.0,"RT @Neil_Irwin: Trump keeps ignoring trade in services, focusing only on the trade deficit in physical goods. This misses a lot about the p…",66,@NYTimes
0.0,Fri Mar 16 21:51:02 +0000 2018,0.0,1.0,0.0,Billie Piper may be a household name on the British stage. Now she's coming to New York. https://t.co/gwpLcdPAIN,67,@NYTimes
0.6369,Fri Mar 16 21:35:07 +0000 2018,0.0,0.802,0.198,"This soda bread is is best eaten still steaming from the oven, slathered with salted Irish butter… https://t.co/1LpaTzJVwF",68,@NYTimes
-0.5719,Fri Mar 16 21:20:02 +0000 2018,0.217,0.783,0.0,"The ghost of Angelina Jolie past hangs over the new, suitably titled “Tomb Raider,” a dreary, inept reboot starring… https://t.co/FPmNyszSa5",69,@NYTimes
0.465,Fri Mar 16 21:05:04 +0000 2018,0.102,0.672,0.226,"Despite a celebrated refugee settlement system, nothing has prepared Canada for the Yazidis https://t.co/TZ1tEql5aA",70,@NYTimes
0.0,Fri Mar 16 20:50:06 +0000 2018,0.0,1.0,0.0,"“She was an angel. She wanted to become a lawyer, and she was so beautiful,"" said Orlando Duran. He believes his da… https://t.co/tPW5mIly8A",71,@NYTimes
-0.802,Fri Mar 16 20:35:08 +0000 2018,0.31,0.69,0.0,All “doors-off” helicopter flights have been halted in the U.S. while regulators investigate a crash that killed 5… https://t.co/w5SMAVtZyO,72,@NYTimes
0.0,Fri Mar 16 20:20:07 +0000 2018,0.0,1.0,0.0,"Nearly 3 in 4 teachers oppose letting staff carry guns in school, a new poll finds https://t.co/Xc0SdQ3imc",73,@NYTimes
0.3612,Fri Mar 16 20:05:03 +0000 2018,0.0,0.878,0.122,"“Stealing an instrument in New Orleans is like removing a statue from a church,” said Ben Jaffe, a musician whose 3… https://t.co/X2LuSQaceb",74,@NYTimes
-0.2023,Fri Mar 16 19:50:05 +0000 2018,0.091,0.909,0.0,One NYT reader's reaction to South Africa's former president Jacob Zuma being charged with corruption related to an… https://t.co/CGEcwufePO,75,@NYTimes
-0.5574,Fri Mar 16 19:35:05 +0000 2018,0.153,0.847,0.0,"After Trump fired Rex Tillerson in a tweet, we asked experts to discuss the history of the secretary of state, once… https://t.co/0SfoZ0zVpy",76,@NYTimes
0.5371,Fri Mar 16 19:20:10 +0000 2018,0.106,0.603,0.291,The price French bulldogs pay for being so cute https://t.co/PG6pPSUKL6,77,@NYTimes
0.2263,Fri Mar 16 19:05:04 +0000 2018,0.0,0.924,0.076,NASA had to set the record straight: Mark Kelly and Scott Kelly are just as much twins as they were before Scott we… https://t.co/kLfTdpQlnx,78,@NYTimes
-0.4588,Fri Mar 16 18:55:07 +0000 2018,0.218,0.704,0.077,"Where President Trump goes wrong on trade, and why it matters https://t.co/G1X6DBG0td",79,@NYTimes
0.0,Fri Mar 16 18:45:09 +0000 2018,0.0,1.0,0.0,Ben Carson and David Shulkin remain in their cabinet posts despite speculation that they would be replaced because… https://t.co/fXIlqoNBTk,80,@NYTimes
-0.5994,Fri Mar 16 18:35:04 +0000 2018,0.311,0.546,0.143,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/x6Re17Emfa",81,@NYTimes
0.0,Fri Mar 16 18:29:13 +0000 2018,0.0,1.0,0.0,"When Sheryl Sandberg’s book published 5 years ago this month, it became a cultural phenomenon. But what is its actu… https://t.co/ztY46OSsq7",82,@NYTimes
0.0,Fri Mar 16 18:20:05 +0000 2018,0.0,1.0,0.0,"In @NYTOpinion 

Wuilly Arteaga, an exiled violinist-activist, tells his story of Venezuela's oppression https://t.co/Pj5EvKeNji",83,@NYTimes
0.0,Fri Mar 16 18:05:05 +0000 2018,0.0,1.0,0.0,"When Sheryl Sandberg’s book published 5 years ago this month, it became a cultural phenomenon. But what is it's act… https://t.co/VpVmBKwS7e",84,@NYTimes
0.6369,Fri Mar 16 17:50:04 +0000 2018,0.0,0.776,0.224,It’s a bold plan to wean Californians from their cars: promote denser housing near transit. So why are some environ… https://t.co/B8IupZQLg5,85,@NYTimes
0.0,Fri Mar 16 17:35:05 +0000 2018,0.0,1.0,0.0,"In @NYTOpinion 

Op-Ed Columnist @DouthatNYT writes, ""The papal plan for a truce is either ingenious or deceptive,… https://t.co/wb51yz7PQS",86,@NYTimes
-0.5423,Fri Mar 16 17:20:07 +0000 2018,0.2,0.8,0.0,Readers wrote in with their accounts of workplace sexual harassment. Experts offered their advice. https://t.co/ColJHiLWyr,87,@NYTimes
0.0,Fri Mar 16 17:05:07 +0000 2018,0.0,1.0,0.0,"The Bollywood legend, Madhubala has been compared to Marilyn Monroe: the smoldering looks, the short but prolific c… https://t.co/kzmzYgqYCV",88,@NYTimes
0.0,Fri Mar 16 16:50:06 +0000 2018,0.0,1.0,0.0,A study confirms what news reports have suggested: Trump’s campaign rallies were associated with a rise in violence… https://t.co/vFhsK1XEzI,89,@NYTimes
-0.2732,Fri Mar 16 16:35:06 +0000 2018,0.147,0.761,0.091,Is your NCAA bracket still intact? Here's what you can expect on Day 2 of March Madness. https://t.co/qRJz5FmT5m,90,@NYTimes
-0.3818,Fri Mar 16 16:20:07 +0000 2018,0.115,0.885,0.0,"We visit the Kafkaesque Office of Administrative Trials and Hearings — or, more simply, the place you go to fight a… https://t.co/ZR34fTJZbZ",91,@NYTimes
0.0,Fri Mar 16 16:05:07 +0000 2018,0.0,1.0,0.0,"Our recap of the latest episode of ""Atlanta"" https://t.co/ad28WxZOf0",92,@NYTimes
0.0,Fri Mar 16 15:50:08 +0000 2018,0.0,1.0,0.0,How to learn about Quebec's identity? Have a meal there. https://t.co/OpH25ZfUwn,93,@NYTimes
0.0,Fri Mar 16 15:35:04 +0000 2018,0.0,1.0,0.0,Trump's new chief economic adviser is known for his provocative punditry. Here are 6 of Larry Kudlow's not-so-on-th… https://t.co/DMXw4jkETp,94,@NYTimes
-0.3818,Fri Mar 16 15:25:07 +0000 2018,0.11,0.89,0.0,"RT @NYTSports: Catch up on last night's NCAA tournament action, including the first major upset. The Bulls practically ran the Wildcats out…",95,@NYTimes
0.4767,Fri Mar 16 15:15:09 +0000 2018,0.0,0.819,0.181,The prompt: “Draw an effective leader.” Both men and women almost always drew men. https://t.co/ymuGRpqhXG,96,@NYTimes
0.0,Fri Mar 16 15:05:00 +0000 2018,0.0,1.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're including the stories of… https://t.co/TITtPpjRTO",97,@NYTimes
-0.6597,Fri Mar 16 14:55:07 +0000 2018,0.256,0.659,0.085,Snapchat shares fell 4% after Rihanna criticized an ad for making light of domestic violence. The ad asked whether… https://t.co/YYvtfHMdhb,98,@NYTimes
-0.3612,Fri Mar 16 14:45:00 +0000 2018,0.111,0.889,0.0,"“Somebody must show that the Afro-American race is more sinned against than sinning, and it seems to have fallen up… https://t.co/mXfkZQMC1J",99,@NYTimes
